188,117
214,359
224,667
152,1024
144,1169
130,1403
546,111
461,385
526,600
447,899
443,1150
434,1333
782,268
755,639
790,820
791,1041
782,1253
810,1449
1394,100
1386,370
1400,546
1396,799
1398,1156
1375,1380
1699,309
1718,507
1688,740
1713,960
1680,1223
1649,1505
2020,156
2024,423
2132,632
2017,981
2045,1179
2054,1403
